Date,open,high,low,close,action,open_norm,high_norm,low_norm,close_norm
14/09/2015,29.145,29.2225,28.715,28.827499,None,0.03824680447085288,0.03596435019669106,0.0367093185091264,0.03590429397410971
15/09/2015,28.9825,29.1325,28.605,29.07,None,0.03731149886866875,0.03545098120102061,0.03607315859797966,0.03729906004427641
16/09/2015,29.0625,29.135,28.860001,29.102501,None,0.03777195701128247,0.03546524145090035,0.03754789872072811,0.0374859924364995
17/09/2015,28.915001,29.122498999999998,28.43,28.48,None,0.036922993066565185,0.03539393449740169,0.035061086012064396,0.03390562256814911
18/09/2015,28.0525,28.575001,27.967501000000002,28.362499,None,0.03195867296078414,0.032270951181939705,0.03238632853256029,0.033229805115806005
21/09/2015,28.4175,28.842501000000002,28.415001,28.8025,None,0.03405951323645928,0.033796797919071336,0.034974342716543594,0.035760510002133955
22/09/2015,28.344998999999998,28.545,28.129998999999998,28.35,None,0.03364221728898878,0.03209982247928295,0.03332609865293773,0.0331579160056126
23/09/2015,28.407498999999998,28.68,28.325001,28.58,None,0.03400195021290575,0.03286987597278862,0.034453848243787166,0.03448078146240796
24/09/2015,28.3125,28.875,28.092501000000002,28.75,None,0.03345516192427875,0.033982175463407926,0.03310923752249975,0.035458551582648046
25/09/2015,29.110001,29.172501,28.504998999999998,28.6775,None,0.03804535978918616,0.035679150903196316,0.03549482562275616,0.03504156138431036
28/09/2015,28.4625,28.6425,28.110001,28.110001,None,0.034318520941679476,0.03265597222459257,0.03321044478109128,0.03177754041098024
29/09/2015,28.2075,28.377501000000002,26.965,27.264999,None,0.03285081061209824,0.031144391441440683,0.02658859264997379,0.02691743625131493
30/09/2015,27.5425,27.885,27.182501000000002,27.575001,None,0.029023252301621616,0.02833511651103296,0.027846460075740403,0.028700440326695303
01/10/2015,27.2675,27.405001000000002,26.827499,27.395,None,0.027440427436386916,0.02559715423822384,0.02579338697776845,0.027665148565440417
02/10/2015,27.002501000000002,27.752501000000002,26.887501,27.594998999999998,None,0.025915165594705747,0.027579328971506972,0.026140394859483246,0.028815460602369197
05/10/2015,27.469998999999998,27.842501000000002,27.2675,27.695,None,0.028605956354151113,0.02809269796717745,0.028338032405627295,0.029390625248217006
06/10/2015,27.657498999999998,27.934998999999998,27.442498999999998,27.827499,None,0.029685155125902057,0.028620315804527702,0.02935009920827064,0.030152705031521065
07/10/2015,27.934998999999998,27.942498999999998,27.352501,27.695,None,0.031282369308093416,0.028663096554166906,0.028829616302058075,0.029390625248217006
08/10/2015,27.547501,27.547501,27.0525,27.375,None,0.029052036691261746,0.026409988481368718,0.02709462894293141,0.02755011678658864
09/10/2015,27.5,28.07,27.372498999999998,28.030001000000002,None,0.02877863391335808,0.029390375002133345,0.028945270173904525,0.031317413295573165
12/10/2015,28.182501000000002,28.1875,27.860001,27.9,None,0.03270692319825824,0.030060606746480867,0.03176462680121234,0.03056970098144768
13/10/2015,27.705,28.112499,27.67,27.9475,None,0.02995855790380575,0.029632793545988884,0.03066579935323241,0.03084290145622065
14/10/2015,27.8225,27.879998999999998,27.389999,27.5525,None,0.03063485580076966,0.02830659030717353,0.029046477432496054,0.028571023823898117
15/10/2015,27.7325,28.025,27.622498999999998,27.965,None,0.03011684039032922,0.029133690504298093,0.03039108815378347,0.030943554262715944
16/10/2015,27.945,28.0,27.6325,27.76,None,0.03133993233164695,0.028991088005500765,0.03044892665625057,0.029764478529485272
19/10/2015,27.700001,27.9375,27.5275,27.932501000000002,None,0.029929785025619188,0.028634581758507388,0.029841683104701422,0.030756633373670766
20/10/2015,27.834999,28.5425,27.705,28.442498999999998,None,0.030706796629826283,0.0320855622294032,0.03086821387041544,0.03368993223121308
21/10/2015,28.5,28.895,28.424999,28.440001000000002,None,0.03453436069602969,0.034096257462445795,0.03503216386919489,0.03367556476203451
22/10/2015,28.5825,28.875,28.525,28.875,None,0.0350092081556001,0.033982175463407926,0.03561049684441839,0.03617750020047164
23/10/2015,29.174999,29.807501000000002,29.0825,29.77,None,0.038419470518606225,0.03930125437264895,0.038834670939548455,0.0413251723040885
26/10/2015,29.52,29.532498999999998,28.73,28.82,None,0.04040520201435471,0.0377326154776782,0.036796067587919146,0.03586116280862925
27/10/2015,28.85,29.135,28.497498999999998,28.637501,None,0.03654886506996474,0.03546524145090035,0.035451451083359786,0.03481150357819576
28/10/2015,29.2325,29.825001,29.014999,29.817498999999998,None,0.03875043056433666,0.0394010761218071,0.0384442943017092,0.04159836702727249
29/10/2015,29.674999,30.172501,29.567498999999998,30.1325,None,0.04129733390994206,0.04138325085509023,0.04163955203724168,0.04341012329577687
30/10/2015,30.247498999999998,30.305,29.862499,29.875,None,0.044592487493021526,0.04213903839461619,0.043345617253498836,0.04192908914306029
02/11/2015,30.200001,30.34,29.9025,30.295,None,0.044319101982298215,0.042338681892932495,0.043576953913551375,0.044344756498947535
03/11/2015,30.1975,30.872498999999998,30.174999,30.6425,None,0.044304706909614744,0.04537610941321604,0.04515288972834752,0.046343433656497096
04/11/2015,30.782498999999998,30.955,30.405001000000002,30.5,None,0.047671801321750834,0.04584670336334723,0.04648305383637999,0.04552383223217821
05/11/2015,30.4625,30.672501,30.045,30.23,None,0.045829974507022725,0.04423530083103716,0.04440107016208239,0.04397090321767927
