Date,open,high,low,close,action,open_norm,high_norm,low_norm,close_norm
03/03/2018,11101.90039,11528.2002,11002.40039,11489.7002,None,0.12230139330087028,0.125969886537536,0.12361137993168944,0.12829053258351375
04/03/2018,11497.40039,11512.59961,11136.09961,11512.59961,None,0.12845096139609607,0.12573176138617265,0.12572718328721136,0.12864650003819814
05/03/2018,11532.40039,11704.09961,11443.90039,11573.299809999999,None,0.12899517096204527,0.12865478971305527,0.13059816101734528,0.1295900743788834
06/03/2018,11500.09961,11500.09961,10694.299809999999,10779.90039,None,0.12849293114879895,0.1255409631925119,0.11873565783695875,0.1172568146099438
07/03/2018,10803.90039,10929.5,9692.120117,9965.570313,None,0.1176678375679315,0.11683141320118966,0.10287606525829338,0.10459819131866185
08/03/2018,9951.44043,10147.40039,9335.870117,9395.009766,None,0.10441307000162695,0.1048935577731276,0.09723837383866735,0.09572892413409637
09/03/2018,9414.69043,9466.349609,8513.030273,9337.549805,None,0.09606722758667766,0.09449809706864422,0.08421685207517199,0.0948357187605329
10/03/2018,9350.589844,9531.320313,8828.469727,8866.0,None,0.09507053752713057,0.09548980050576959,0.0892087125754592,0.08750555681126174
11/03/2018,8852.780273,9711.889648,8607.120117,9578.629883,None,0.087330173796866,0.0982459847416514,0.08570583314518673,0.09858326779086898
12/03/2018,9602.929688,9937.5,8956.429688,9205.120117,None,0.098994130583557,0.10168966855227264,0.09123369159071643,0.09277712166296556
13/03/2018,9173.040039,9470.379883,8958.19043,9194.849609,None,0.09230984317531876,0.09455961458857683,0.09126155550668996,0.09261746835351017
14/03/2018,9214.650391,9355.849609,8068.589844,8269.80957,None,0.09295683607820199,0.09281144103668319,0.07718353841030684,0.07823787743112579
15/03/2018,8290.759766,8428.349609,7783.049805,8300.860352,None,0.07859140419203708,0.07865421506705565,0.07266483910411742,0.07872055658462795
16/03/2018,8322.910156,8585.150391,8005.310059,8338.349609,None,0.07909130561452274,0.08104759954467104,0.07618212956559028,0.07930332074284419
17/03/2018,8321.910156,8346.530273,7812.819823999999,7916.879883,None,0.07907575676978132,0.07740533654582989,0.073135952593741,0.07275164514986
18/03/2018,7890.52002,8245.509766,7397.990234000001,8223.679688,None,0.07236813852214362,0.07586337412516643,0.06657123337928492,0.07752079621897098
19/03/2018,8344.120117,8675.870117,8182.399901999999,8630.650391,None,0.07942109600508301,0.08243233233268692,0.07898459381368575,0.0838470869521391
20/03/2018,8619.669922,9051.019531,8389.889648,8913.469727,None,0.0837055771415525,0.088158558776214,0.08226813952788811,0.08824346568728741
21/03/2018,8937.480469,9177.370117,8846.330078,8929.280273,None,0.08864716399403658,0.09008715586235615,0.08949135439323946,0.08848923795027544
22/03/2018,8939.44043,9100.709961,8564.900391,8728.469727,None,0.0886776391233248,0.08891702631911207,0.08503770181323117,0.08536767198270692
23/03/2018,8736.25,8879.620117,8360.620117,8879.620117,None,0.08551826267431542,0.08554234288935712,0.08180494631027357,0.0877172792259874
24/03/2018,8901.950195,8996.179688,8665.700195,8668.120117,None,0.088094709279991,0.08732149133741086,0.08663286866266498,0.08442954750426429
25/03/2018,8612.80957,8682.009766,8449.099609,8495.780273,None,0.08359890659343311,0.08252604704779977,0.08320514300602452,0.08175055378305571
26/03/2018,8498.469727,8530.080078,7921.430176000001,8209.400391,None,0.08182105412686946,0.08020701424509251,0.07485472213634584,0.07729882696265508
27/03/2018,8200.0,8232.780273,7797.279785,7833.040039,None,0.07718019468173684,0.07566907298351709,0.07289002994242605,0.0714483689575994
28/03/2018,7836.830078,8122.890137,7809.169922,7954.47998,None,0.07153332194981057,0.07399172582752236,0.07307819253426626,0.07333613229712604
29/03/2018,7979.069823999999,7994.330078,7081.379883,7165.700195,None,0.07374498567642149,0.07202940366479281,0.06156084331837968,0.06107468397278351
30/03/2018,7171.450195,7276.660156,6683.930176,6890.52002,None,0.06118743345498916,0.06107499368381278,0.05527116246817119,0.056797054703105865
31/03/2018,6892.47998,7207.850098000001,6863.52002,6973.529785,None,0.05684976889447771,0.06002468690204549,0.058113189478896175,0.05808742745773131
01/04/2018,7003.060059,7060.950195,6526.870117,6844.22998,None,0.05856916137434104,0.05778242801073834,0.05278567152925117,0.05607748386193408
02/04/2018,6844.859863,7135.470215,6816.580078,7083.799805,None,0.05610933108867715,0.05891989082734336,0.057370360262752614,0.05980155626486626
03/04/2018,7102.259765999999,7530.939941,7072.490234000001,7456.109863,None,0.06011160221687692,0.06495628357680826,0.06142016374535294,0.06558905313485765
04/04/2018,7456.410156,7469.879883,6803.879883,6853.839844,None,0.06561823164609507,0.06402427167511061,0.05716937842309205,0.056226867572166925
05/04/2018,6848.649901999999,6933.819823999999,6644.799805,6811.470215,None,0.05616826181665201,0.05584192839904066,0.054651920484077195,0.05556823885679604
06/04/2018,6815.959961,6857.490234000001,6575.0,6636.319824,None,0.055659970999437314,0.054676844567451435,0.053547331679192796,0.05284555565791704
07/04/2018,6630.509765999999,7050.540039,6630.509765999999,6911.089844,None,0.052776434710118975,0.057623528893896214,0.05442577920616443,0.05711680913750332
08/04/2018,6919.97998,7111.560059,6919.97998,7023.52002,None,0.05727736212486635,0.058554929661347635,0.05900667391972265,0.058864517204236716
09/04/2018,7044.319823999999,7178.109863,6661.990234000001,6770.72998,None,0.059210703054392896,0.059570736252681764,0.05492396072007157,0.05493493879551967
10/04/2018,6795.439941,6872.410156,6704.149902,6834.759765999999,None,0.05534090839436678,0.05490458010082416,0.05559114162824807,0.05593027098732742
11/04/2018,6843.470215,6968.319823999999,6817.589844,6968.319823999999,None,0.05608772366767996,0.05636853141354432,0.0573863399093885,0.058006439495326384
12/04/2018,6955.379883,7899.22998,6806.509765999999,7889.25,None,0.05782778972047416,0.070577809511564,0.05721099658119371,0.07232214329261841
13/04/2018,7901.089844,8183.959961,7758.930176000001,7895.959961,None,0.07253248707446361,0.07492388679603273,0.07228314359406027,0.07242644850127668
14/04/2018,7874.669922,8140.709961,7846.0,7986.240234000001,None,0.07212168780920557,0.07426372504596654,0.07366103215454628,0.0738298400728508
15/04/2018,7999.330078,8338.419922,7999.330078,8329.110352,None,0.07406000922028892,0.0772815413201695,0.07608749577591103,0.07915969805573281
16/04/2018,8337.570313,8371.150391,7925.72998,8058.669922,None,0.07931925411960036,0.07778113446919903,0.07492276695913003,0.07495574732028393
17/04/2018,8071.660156,8285.959961,7881.720215,7902.089844,None,0.07518465837324467,0.07648080005630446,0.07422630808328368,0.07252173649555352
18/04/2018,7944.430176000001,8197.799805,7886.009765999999,8163.419922,None,0.07320637916777258,0.07513513617489247,0.0742941906513307,0.07658406835030993
19/04/2018,8159.27002,8298.69043,8138.779785,8294.30957,None,0.0765468905463963,0.0766751160954768,0.07829430115590616,0.07861872578659726
20/04/2018,8286.879883,8880.230469,8244.540039,8845.830078,None,0.07853107649365529,0.0855516592140849,0.07996796761629427,0.0871920187858051
21/04/2018,8848.790039,8997.570313,8652.150391,8895.580078,None,0.0872681302679181,0.08734271763645561,0.08641844167670451,0.0879653741198747
22/04/2018,8925.05957,9001.639648,8779.610352,8802.459961,None,0.0884540333639369,0.08740483137784767,0.08843550814260084,0.0865178376537212
23/04/2018,8794.389648,8958.549805,8788.80957,8930.879883,None,0.08642226703438738,0.08674711424108565,0.08858108667561379,0.0885141036171283
24/04/2018,8934.339844,9732.610352,8927.830078,9697.5,None,0.08859833090352062,0.09856226257321772,0.09078109993906266,0.10043108365103845
25/04/2018,9701.030273,9745.320313,8799.839844,8845.740234,None,0.10051948134876301,0.0987562655812416,0.08875564185059184,0.0871906221760235
26/04/2018,8867.320313,9281.509766,8727.089844,9281.509766,None,0.08755625462135982,0.09167672841576928,0.087604365918584,0.09396458583425912
27/04/2018,9290.629883,9375.469727,8987.049805,8987.049805,None,0.09413822940284083,0.09311091968258804,0.09171825796511318,0.0893872555526655
28/04/2018,8939.269531,9412.089844,8931.990234,9348.480469,None,0.08867498184130734,0.09366988385660767,0.0908469348184606,0.09500563408333337
29/04/2018,9346.410156,9531.490234,9193.709961,9419.080078,None,0.09500554820735105,0.0954923941553588,0.09498867533566693,0.09610309306229578
30/04/2018,9426.110352,9477.139648,9166.80957,9240.549805,None,0.09624479418081461,0.09466279466470255,0.09456297399243804,0.09332787016948257
01/05/2018,9251.469727,9255.879883,8891.049805,9119.009766,None,0.09352933421714762,0.0912855175853584,0.09019904848782448,0.09143855082347896
02/05/2018,9104.599609,9256.519531,9015.139648,9235.919922,None,0.09124567355521376,0.0912952810799967,0.09216278250366683,0.09325589942145909
03/05/2018,9233.969727,9798.330078,9188.150391,9743.860352,None,0.09325722943417303,0.09956539897391208,0.09490069459156639,0.10115174748035594
04/05/2018,9695.5,9779.200195,9585.959961,9700.759766,None,0.10043349199250842,0.09927340320420473,0.10119607030927621,0.100481756162072
05/05/2018,9700.280273,9964.5,9695.120117,9858.150391,None,0.10050781971520698,0.10210179265057988,0.10292354055445865,0.10292836680280168
06/05/2018,9845.30957,9940.139648,9465.25,9654.799805,None,0.10276285773721511,0.10172995975789668,0.09928582325975174,0.09976731634311758
07/05/2018,9645.669922,9665.849609,9231.530273,9373.009766,None,0.0996586918462343,0.09754323623946977,0.0955871855067546,0.09538693785571381
08/05/2018,9380.870117,9462.75,9127.769531,9234.820313,None,0.09554136079073494,0.09444315315703743,0.09394516152116181,0.09323880618556882
09/05/2018,9223.730469,9374.759766,9031.620117,9325.179688,None,0.09309802080126384,0.09310008294047849,0.09242358755257271,0.09464342738435169
10/05/2018,9325.959961,9396.040039,9040.519531,9043.94043,None,0.09468757130036459,0.0934249019523991,0.0925644216576885,0.09027161069442038
11/05/2018,9052.959961,9052.959961,8394.459961,8441.490234,None,0.09044273668596095,0.08818817721932799,0.08234046518230245,0.08090662431074419
12/05/2018,8441.44043,8664.860352,8223.5,8504.889648,None,0.08093431444210497,0.08226428087071656,0.07963500692200967,0.08189215747644848
13/05/2018,8515.490234,8773.549805,8395.120117,8723.94043,None,0.08208570334763246,0.08392330097490656,0.08235091221617419,0.08529726482703787
14/05/2018,8713.099609,8881.120117,8367.969727,8716.790039,None,0.0851583008389536,0.08556523867259642,0.08192125461408997,0.08518611320853467
15/05/2018,8705.19043,8836.19043,8456.450195,8510.379883,None,0.08503532224265062,0.08487943842288899,0.08332146675513727,0.081977502250771
16/05/2018,8504.410156,8508.429688,8175.490234000001,8368.830078,None,0.0819134209350878,0.07987654582076843,0.0788752476354512,0.07977713447723805
17/05/2018,8370.049805,8445.540039,8054.120117,8094.319823999999,None,0.07982427269798809,0.07891660730643575,0.07695455355205497,0.07550991901617857
18/05/2018,8091.830078,8274.120117,7974.819823999999,8250.969727,None,0.07549827735886891,0.07630007838843046,0.07569961858666568,0.07794501525872208
19/05/2018,8255.730469,8372.05957,8183.350098000001,8247.179688,None,0.07804673909158355,0.07779501204607218,0.07899963075919078,0.07788609974360688
20/05/2018,8246.990234,8562.410156,8205.240234,8513.25,None,0.07791083853456515,0.0807004958837574,0.07934604432242348,0.0820221177340143
21/05/2018,8522.330078,8557.519531,8365.120117,8418.990234,None,0.0821920550200439,0.08062584609048763,0.08187615925452149,0.08055686561694386
22/05/2018,8419.870117,8423.25,8004.580078,8041.779785,None,0.08059892099424446,0.07857637537220956,0.07617057754420026,0.07469319299782931
23/05/2018,8037.080078,8054.660156,7507.879883,7557.819823999999,None,0.07464697810927698,0.07295027325725778,0.06831024792320917,0.0671701172728951
24/05/2018,7561.120117,7738.600098000001,7331.140137,7587.339844,None,0.06724635057256267,0.06812597820488087,0.06551332399470086,0.06762900099005775
25/05/2018,7592.299805,7659.140137,7392.649901999999,7480.140137,None,0.06773115870036012,0.06691311284270858,0.06648672209817794,0.06596259967912005
26/05/2018,7486.47998,7595.160156,7349.120117,7355.879883,None,0.06608578267087245,0.06593653165828865,0.0657978589532161,0.06403099505110504
27/05/2018,7362.080078,7381.740234000001,7270.959961,7368.220215,None,0.06415150790882841,0.06267892080958323,0.06456096676840814,0.06422282342449982
28/05/2018,7371.310059,7419.049805,7100.890137,7135.990234000001,None,0.06429502345036354,0.06324840870982781,0.06186959501401625,0.060612847654907126
29/05/2018,7129.459961,7526.419922,7090.680176000001,7472.589844,None,0.060534533825867876,0.06488729065996728,0.06170802137324597,0.06584523165167606
30/05/2018,7469.72998,7573.77002,7313.600098000001,7406.52002,None,0.0658253395214539,0.06561003571341203,0.0652357511459424,0.06481818741426015
31/05/2018,7406.149901999999,7608.899901999999,7361.129883,7494.169922,None,0.06483674275998545,0.06614625315574124,0.0659879146857913,0.06618069031360448
01/06/2018,7500.700195,7604.72998,7407.339844,7541.450195,None,0.06630689058609686,0.06608260406891676,0.06671919188054484,0.06691565415924906
02/06/2018,7536.720215,7695.830078,7497.259765999999,7643.450195,None,0.06686696028465916,0.06747314280017414,0.06814218352324755,0.06850122690447724
03/06/2018,7632.089844,7754.890137,7613.040039,7720.25,None,0.06834984783902559,0.06837462700614992,0.06997441777350458,0.06969506688140702
04/06/2018,7722.529785,7753.819823999999,7474.040039,7514.470215,None,0.06975608444005643,0.06835828990318576,0.06777472905118032,0.06649625493420198
05/06/2018,7500.899901999999,7643.22998,7397.0,7633.759765999999,None,0.0663099957992336,0.06667026250539186,0.06655556282847727,0.06835059082494811
06/06/2018,7625.970215,7680.430176000001,7502.009765999999,7653.97998,None,0.06825469467782959,0.06723808092144194,0.06821735274217589,0.06866491063103716
07/06/2018,7650.819823999999,7741.27002,7650.819823999999,7678.240234000001,None,0.06864107739005519,0.06816673150846607,0.07057228660081633,0.06904203217549514
08/06/2018,7685.140137,7698.189941,7558.399901999999,7624.919922,None,0.06917471860836864,0.06750916340798907,0.0691097322113092,0.0682131769453553
09/06/2018,7632.52002,7683.580078,7531.97998,7531.97998,None,0.06835653657886107,0.0672861605703866,0.0686916343374381,0.06676844126909758
10/06/2018,7499.549805,7499.549805,6709.069824,6786.02002,None,0.06628900335059477,0.06447714907700304,0.05566899987960142,0.05517261988078877
11/06/2018,6799.290039,6910.180176000001,6706.629883,6906.919922,None,0.05540077297040799,0.0554810962280666,0.05563038757240115,0.057051988405415796
12/06/2018,6905.819823999999,6907.959961,6542.080078,6582.359863000001,None,0.057057188057708264,0.05544720718714351,0.053026370663630244,0.05200675719227808
13/06/2018,6596.879883,6631.660156,6285.629883,6349.899902,None,0.052253528880680356,0.05122980689091815,0.04896802101054134,0.0483932064224898
14/06/2018,6342.75,6707.140136999999,6334.459961,6675.350098,None,0.04830210278576187,0.05238192241350595,0.04974076181548245,0.053452274664713
15/06/2018,6674.080078,6681.080078,6433.870117,6456.580078,None,0.05345390272674158,0.05198414543879455,0.051313937348127746,0.05005153171191866
16/06/2018,6455.450195,6592.490234000001,6402.290039,6550.160156,None,0.05005446062014299,0.050631922861843565,0.05081417949613696,0.051506218194008135
17/06/2018,6545.529785,6589.109863000001,6499.27002,6499.27002,None,0.051455094179422414,0.05058032536738731,0.05234889726949609,0.05071513963868897
18/06/2018,6510.069824,6781.140137,6446.680176,6734.819823999999,None,0.05090373275129713,0.053511447719977595,0.05151665779643428,0.054376721495220715
19/06/2018,6742.390137,6822.5,6709.919922,6769.939941,None,0.05451604522840882,0.05414275869201407,0.05568245276437459,0.05492265777291115
20/06/2018,6770.759765999999,6821.560059,6611.879883,6776.549805,None,0.054957160185101064,0.05412841156841826,0.05413095946851464,0.05502540699063728
21/06/2018,6780.089844,6810.939941,6715.169922,6729.740234000001,None,0.05510223211934828,0.053966307621949136,0.055765534532663814,0.054297760127956674
22/06/2018,6737.879883,6747.080078,6006.600098,6083.689941,None,0.05444591598921851,0.0529915599013233,0.04455234711660564,0.04425501761200101
23/06/2018,6090.100098,6224.819824,6071.810059,6162.47998,None,0.044373688685632615,0.045019854854603,0.04558430118707258,0.045479795439784004
24/06/2018,6164.279785,6223.779785,5826.410156,6173.22998,None,0.045527097121761645,0.045003979849600056,0.041700823495787916,0.045646902371266396
25/06/2018,6171.970215,6327.370117,6119.680176,6249.180176,None,0.045646674423826306,0.04658516770770545,0.04634185051441966,0.046827535320014796
26/06/2018,6253.549805,6290.160156,6093.669922,6093.669922,None,0.04691514280280379,0.046017200240106484,0.04593023567709167,0.04441015472838822
27/06/2018,6084.399902,6180.0,6052.850098,6157.129883,None,0.04428505722303304,0.044335731537851586,0.04528425793248691,0.04539662908696511
